year,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,country,continent
1966,42.13,255.28153,5256363,74980,726,Burkina Faso,Africa
1967,42.7,273.30022,5343019,76110,781,Burkina Faso,Africa
1968,43.27,276.9742,5434041,77490,794,Burkina Faso,Africa
1969,43.82,277.77409,5528174,78940,799,Burkina Faso,Africa
1970,44.38,273.33152,5624600,80500,790,Burkina Faso,Africa
1971,44.54,272.41046,5723381,82010,810,Burkina Faso,Africa
1972,45.03,273.83695,5825173,82500,830,Burkina Faso,Africa
1973,45.29,270.1829,5930483,81920,774,Burkina Faso,Africa
1974,45.69,287.26456,6040041,80600,747,Burkina Faso,Africa
1975,46.07,290.37311,6154545,79070,703,Burkina Faso,Africa
1976,46.42,309.15385,6274037,77620,683,Burkina Faso,Africa
1977,46.78,304.24223,6398935,76230,714,Burkina Faso,Africa
1978,47.27,311.83418,6530819,75310,778,Burkina Faso,Africa
1979,47.77,316.43775,6671656,74980,766,Burkina Faso,Africa
1980,48.21,311.89157,6822843,75110,759,Burkina Faso,Africa
1981,48.61,317.60755,6985160,75800,771,Burkina Faso,Africa
1982,48.95,339.56329,7158255,76300,767,Burkina Faso,Africa
1983,49.24,332.26018,7340905,76620,738,Burkina Faso,Africa
1984,49.65,318.10243,7531242,76800,729,Burkina Faso,Africa
1985,50.08,336.41159,7727907,76920,801,Burkina Faso,Africa
1986,50.25,353.88802,7930694,76930,900,Burkina Faso,Africa
1987,50.32,343.97045,8140073,76680,857,Burkina Faso,Africa
1988,50.22,354.48898,8356305,76750,898,Burkina Faso,Africa
1989,50.58,352.67786,8579823,77440,858,Burkina Faso,Africa
1990,50.61,341.35262,8811034,78850,821,Burkina Faso,Africa
1991,50.68,362.47892,9050084,80760,872,Burkina Faso,Africa
1992,50.62,353.66879,9297113,83020,851,Burkina Faso,Africa
1993,50.66,356.12886,9552476,85190,857,Burkina Faso,Africa
1994,50.68,351.10446,9816588,87080,845,Burkina Faso,Africa
1995,50.68,361.12142,10089878,88710,869,Burkina Faso,Africa
1996,50.39,389.96545,10372745,90180,938,Burkina Faso,Africa
1997,50.86,403.21694,10665546,91120,970,Burkina Faso,Africa
1998,51.35,420.72345,10968724,92090,1012,Burkina Faso,Africa
1999,51.79,439.29973,11282701,93000,1057,Burkina Faso,Africa
2000,52.16,434.76333,11607942,94000,1046,Burkina Faso,Africa
2001,52.64,450.45228,11944587,94800,1084,Burkina Faso,Africa
2002,53.12,456.73413,12293100,94870,1099,Burkina Faso,Africa
2003,53.8,478.30435,12654621,94130,1151,Burkina Faso,Africa
2004,54.38,485.3074,13030569,92410,1168,Burkina Faso,Africa
2005,55.06,511.96759,13421930,90040,1232,Burkina Faso,Africa
2006,55.61,527.96235,13829177,87120,1270,Burkina Faso,Africa
2007,56.18,541.2687,14252021,83520,1302,Burkina Faso,Africa
2008,56.85,563.44707,14689726,79640,1356,Burkina Faso,Africa
2009,57.4,562.84194,15141099,75710,1354,Burkina Faso,Africa
2010,57.89,575.44645,15605217,72170,1425,Burkina Faso,Africa
2011,58.43,595.39325,16081904,69140,1473,Burkina Faso,Africa
2012,58.89,615.09708,16571216,66480,1521,Burkina Faso,Africa
2013,59.37,631.61218,17072723,64090,1518,Burkina Faso,Africa
2014,59.83,639.70955,17585977,62100,1536,Burkina Faso,Africa
2015,60.34,645.36986,18110624,60480,1551,Burkina Faso,Africa
1960,43.83,370.59417,48199747,586300,1055,Bangladesh,Asia
1961,44.33,382.00477,49592802,591900,1094,Bangladesh,Asia
1962,44.85,391.48918,51030137,592400,1069,Bangladesh,Asia
1963,45.34,378.55995,52532417,590600,1156,Bangladesh,Asia
1964,45.79,407.63312,54129100,590700,1146,Bangladesh,Asia
1965,46.07,401.53342,55834038,596300,1185,Bangladesh,Asia
1966,46.11,398.70816,57672990,606700,1178,Bangladesh,Asia
1967,45.87,378.44833,59620669,621800,1131,Bangladesh,Asia
1968,45.37,401.18045,61579473,638200,1212,Bangladesh,Asia
1969,44.68,394.3096,63417394,651300,1205,Bangladesh,Asia
1970,43.97,406.03071,65047770,657600,1236,Bangladesh,Asia
1971,44.35,375.82658,66424744,660600,1152,Bangladesh,Asia
1972,52.07,317.7006,67597470,655000,994,Bangladesh,Asia
1973,52.09,323.03959,68691185,644900,979,Bangladesh,Asia
1974,51.45,347.98063,69884420,638100,1079,Bangladesh,Asia
1975,52.41,327.10095,71305923,640000,1045,Bangladesh,Asia
1976,52.61,337.60269,72999136,646200,1069,Bangladesh,Asia
1977,52.84,337.71329,74925896,658100,1048,Bangladesh,Asia
1978,53.13,351.70771,77033846,672500,1092,Bangladesh,Asia
1979,53.49,358.34779,79236776,684100,1112,Bangladesh,Asia
1980,53.82,351.3761,81470860,688800,1089,Bangladesh,Asia
1981,54.11,366.66631,83721268,686600,1095,Bangladesh,Asia
1982,54.39,364.53822,86007331,676500,1081,Bangladesh,Asia
1983,54.79,368.69403,88338242,660800,1108,Bangladesh,Asia
1984,55.27,376.20766,90732362,642700,1143,Bangladesh,Asia
1985,55.26,378.48746,93199865,625100,1154,Bangladesh,Asia
1986,56.23,383.81248,95742431,606800,1181,Bangladesh,Asia
1987,56.74,387.75587,98343809,588400,1208,Bangladesh,Asia
1988,57.1,386.7756,100975321,569500,1221,Bangladesh,Asia
1989,57.97,387.67287,103599232,549100,1230,Bangladesh,Asia
1990,58.11,399.48394,106188642,527600,1288,Bangladesh,Asia
1991,56.47,403.7538,108727432,504900,1302,Bangladesh,Asia
1992,59.75,416.18052,111221938,480700,1342,Bangladesh,Asia
1993,60.53,426.30944,113695139,456200,1374,Bangladesh,Asia
1994,61.29,433.41234,116182267,432400,1397,Bangladesh,Asia
1995,61.73,445.91892,118706871,410600,1438,Bangladesh,Asia
1996,62.62,456.23771,121269645,390000,1471,Bangladesh,Asia
1997,63.5,466.77254,123854640,370900,1505,Bangladesh,Asia
1998,64.34,480.86883,126447965,352500,1550,Bangladesh,Asia
1999,65.16,493.25522,129029691,334500,1590,Bangladesh,Asia
2000,65.48,509.29343,131581243,317000,1642,Bangladesh,Asia
2001,66.02,525.07211,134107160,300600,1693,Bangladesh,Asia
2002,66.52,535.24672,136600667,283500,1726,Bangladesh,Asia
2003,67.07,550.86281,139019001,266700,1776,Bangladesh,Asia
2004,67.64,570.33674,141307489,249600,1839,Bangladesh,Asia
2005,68.04,598.61743,143431101,232600,1930,Bangladesh,Asia
2006,68.5,630.04818,145368004,216100,2031,Bangladesh,Asia
2007,68.91,666.40145,147139191,199700,2148,Bangladesh,Asia
2008,69.55,698.56489,148805814,183900,2252,Bangladesh,Asia
2009,70.07,725.76626,150454708,169700,2340,Bangladesh,Asia
2010,70.39,757.67176,152149102,157900,2443,Bangladesh,Asia
2011,70.98,797.41168,153911916,147400,2571,Bangladesh,Asia
2012,71.25,839.51369,155727053,138700,2707,Bangladesh,Asia
2013,71.63,879.58197,157571292,131500,2836,Bangladesh,Asia
2014,72.03,922.16113,159405279,125300,2973,Bangladesh,Asia
2015,72.41,971.64199,161200886,119300,3133,Bangladesh,Asia
1980,71.25,3223.80899,8878775,3950,10054,Bulgaria,Europe
1981,71.41,3370.52919,8905069,3683,10290,Bulgaria,Europe
1982,71.27,3439.02826,8930671,3405,10594,Bulgaria,Europe
1983,71.41,3548.13215,8953074,3142,10372,Bulgaria,Europe
1984,71.38,3660.06888,8968856,2903,10692,Bulgaria,Europe
1985,71.34,3758.34003,8975291,2703,10350,Bulgaria,Europe
1986,71.53,3917.5148,8972469,2562,10604,Bulgaria,Europe
1987,71.55,4148.59381,8960472,2505,10607,Bulgaria,Europe
1988,71.6,4597.47543,8936557,2507,10527,Bulgaria,Europe
1989,71.59,4498.55198,8897446,2544,10327,Bulgaria,Europe
1990,71.48,4162.8157,8841371,2559,9297,Bulgaria,Europe
1991,71.35,3849.1863,8766890,2492,8596,Bulgaria,Europe
1992,71.26,3607.79367,8676243,2321,8057,Bulgaria,Europe
1993,71.22,3582.85612,8575889,2097,8002,Bulgaria,Europe
1994,70.94,3660.40198,8474669,1868,8175,Bulgaria,Europe
1995,71.02,3781.90349,8379180,1697,8446,Bulgaria,Europe
1996,70.88,3828.24642,8291872,1582,8626,Bulgaria,Europe
1997,70.63,3809.68651,8211726,1532,8583,Bulgaria,Europe
1998,71.13,3967.99605,8137564,1505,8943,Bulgaria,Europe
1999,71.51,3750.49383,8066883,1460,8489,Bulgaria,Europe
2000,71.75,3955.2758,7997787,1397,8958,Bulgaria,Europe
2001,71.99,4186.92042,7930546,1332,9526,Bulgaria,Europe
2002,72.25,4532.85387,7866086,1262,10321,Bulgaria,Europe
2003,72.46,4804.48436,7803881,1182,10932,Bulgaria,Europe
2004,72.56,5152.41401,7743264,1112,11736,Bulgaria,Europe
2005,72.66,5561.16384,7683763,1057,12681,Bulgaria,Europe
2006,72.79,5988.77095,7624959,1030,13640,Bulgaria,Europe
2007,73.06,6476.0542,7566949,1017,14796,Bulgaria,Europe
2008,73.35,6914.39843,7510331,1022,15741,Bulgaria,Europe
2009,73.61,6709.52731,7456030,1020,15175,Bulgaria,Europe
2010,73.86,6843.26695,7404590,1001,15283,Bulgaria,Europe
2011,74.31,7019.17405,7356213,949,15676,Bulgaria,Europe
2012,74.69,7062.13498,7310383,861,15772,Bulgaria,Europe
2013,74.9,7162.99779,7266141,773,15997,Bulgaria,Europe
2014,74.97,7299.54877,7222145,689,16302,Bulgaria,Europe
2015,75.03,7612.02236,7177396,634,17000,Bulgaria,Europe
1960,61.92,17735.53884,109528,307,14827,Bahamas,Americas
1961,62.24,18675.94371,115108,280,15618,Bahamas,Americas
1962,62.56,19610.03485,121083,253,16405,Bahamas,Americas
1963,62.86,20609.97087,127333,227,17248,Bahamas,Americas
1964,63.17,21690.11607,133698,201,18161,Bahamas,Americas
1965,63.46,22864.46394,140054,177,19156,Bahamas,Americas
1966,63.74,23863.23561,146366,156,20007,Bahamas,Americas
1967,64.03,25083.7502,152609,139,21049,Bahamas,Americas
1968,64.29,26164.4717,158627,120,21976,Bahamas,Americas
1969,64.57,27538.63563,164248,118,23154,Bahamas,Americas
1970,64.82,25199.42138,169354,120,21211,Bahamas,Americas
1971,65.29,24945.13535,173863,128,21018,Bahamas,Americas
1972,65.69,23534.51912,177839,141,19856,Bahamas,Americas
1973,66.28,24806.51609,181488,155,20958,Bahamas,Americas
1974,66.67,20247.51814,185099,167,17128,Bahamas,Americas
1975,66.75,16904.75788,188882,172,14320,Bahamas,Americas
1976,67.11,17410.7457,192902,170,14767,Bahamas,Americas
1977,67.35,18598.8715,197111,162,15791,Bahamas,Americas
1978,67.56,20772.205,201513,152,17661,Bahamas,Americas
1979,67.8,25627.21381,206032,145,21812,Bahamas,Americas
1980,68.05,26692.07256,210661,143,22748,Bahamas,Americas
1981,68.29,23696.72559,215396,148,21634,Bahamas,Americas
1982,68.58,24724.11167,220275,160,22520,Bahamas,Americas
1983,68.91,25054.74505,225187,174,23561,Bahamas,Americas
1984,69.22,28004.86701,230015,184,23646,Bahamas,Americas
1985,69.18,28772.84651,234687,188,24155,Bahamas,Americas
1986,69.34,28745.57251,239131,182,24343,Bahamas,Americas
1987,69.59,29085.10964,243393,167,24818,Bahamas,Americas
1988,69.95,29253.76904,247579,150,24960,Bahamas,Americas
1989,70.27,30692.41389,251849,134,25110,Bahamas,Americas
1990,70.54,29673.81103,256336,125,24281,Bahamas,Americas
1991,70.8,27912.42205,261116,122,22840,Bahamas,Americas
1992,70.77,26338.44977,266134,124,21552,Bahamas,Americas
1993,70.88,25929.35258,271165,128,21217,Bahamas,Americas
1994,70.64,26287.30994,275895,129,21510,Bahamas,Americas
1995,70.57,27021.62398,280150,126,22111,Bahamas,Americas
1996,70.71,27801.66246,283790,118,22749,Bahamas,Americas
1997,70.82,28060.56751,286970,107,22961,Bahamas,Americas
1998,70.96,29071.01194,290060,96,23788,Bahamas,Americas
1999,71.1,30775.25652,293572,87,25183,Bahamas,Americas
2000,71.28,31587.59103,297890,82,25847,Bahamas,Americas
2001,71.47,31856.08584,303135,79,26067,Bahamas,Americas
2002,71.64,32080.35346,309157,80,26251,Bahamas,Americas
2003,72.16,31013.63921,315746,82,25378,Bahamas,Americas
2004,72.74,30629.72917,322526,85,25064,Bahamas,Americas
2005,72.98,31023.04722,329249,87,25385,Bahamas,Americas
2006,73.32,31180.61512,335830,87,25514,Bahamas,Americas
2007,73.63,31031.231,342328,87,25392,Bahamas,Americas
2008,73.71,29758.2498,348676,87,24350,Bahamas,Americas
2009,73.79,28019.14864,354856,86,22926,Bahamas,Americas
2010,73.79,27979.11493,360832,85,22895,Bahamas,Americas
2011,73.76,27710.10196,366568,83,22675,Bahamas,Americas
2012,73.69,28145.35866,372039,80,23029,Bahamas,Americas
2013,73.7,27643.39521,377240,76,22715,Bahamas,Americas
2014,73.77,27246.48486,382169,73,22304,Bahamas,Americas
2015,73.63,27198.9076,386838,70,21670,Bahamas,Americas
1990,70.56,3102.46278,10216846,2495,8354,Belarus,Europe
1991,70.15,3063.72991,10226493,2342,8250,Belarus,Europe
1992,69.68,2763.64748,10219918,2194,7442,Belarus,Europe
1993,68.95,2547.87401,10200510,2049,6861,Belarus,Europe
1994,68.64,2252.41245,10173355,1926,6065,Belarus,Europe
1995,68.29,2024.69474,10142308,1832,5452,Belarus,Europe
1996,68.33,2088.35155,10109072,1738,5623,Belarus,Europe
1997,68.24,2336.31168,10073061,1665,6291,Belarus,Europe
1998,68.19,2544.63465,10033061,1572,6852,Belarus,Europe
1999,68.09,2642.24233,9986933,1460,7115,Belarus,Europe
2000,68.46,2808.694,9933609,1322,7563,Belarus,Europe
2001,68.32,2956.54062,9872961,1208,7961,Belarus,Europe
2002,68.14,3125.53891,9807132,1113,8416,Belarus,Europe
2003,68.47,3369.17211,9740054,1028,9072,Belarus,Europe
2004,68.73,3780.63623,9676902,972,10180,Belarus,Europe
2005,68.88,4164.36201,9621543,912,11213,Belarus,Europe
2006,69.36,4608.93209,9575043,860,12410,Belarus,Europe
2007,69.93,5028.32002,9536864,795,13540,Belarus,Europe
2008,70.18,5560.3819,9507331,738,14972,Belarus,Europe
2009,70.29,5583.93852,9486239,693,15036,Belarus,Europe
2010,70.43,6029.3968,9473071,659,16235,Belarus,Europe
2011,70.69,6375.34504,9468500,627,17167,Belarus,Europe
2012,71.83,6491.67338,9471730,617,17480,Belarus,Europe
2013,72.41,6557.10657,9478902,604,17656,Belarus,Europe
2014,73.02,6664.09725,9484851,579,17944,Belarus,Europe
2015,73.29,6398.68974,9485772,567,17230,Belarus,Europe
1960,60.72,1072.46634,92064,480,2006,Belize,Americas
1961,61.28,1093.58687,94703,484,2032,Belize,Americas
1962,61.86,1115.51261,97384,488,2056,Belize,Americas
1963,62.44,1138.30725,100164,494,2082,Belize,Americas
1964,63.04,1161.53393,103069,500,2114,Belize,Americas
1965,63.64,1183.7738,106119,507,2153,Belize,Americas
1966,64.23,1203.63678,109347,515,2196,Belize,Americas
1967,64.82,1225.29045,112692,489,2248,Belize,Americas
1968,65.39,1277.37249,116061,485,2361,Belize,Americas
1969,65.94,1306.5754,119261,480,2435,Belize,Americas
1970,66.47,1336.65355,122182,473,2509,Belize,Americas
1971,66.87,1360.50392,124793,469,2570,Belize,Americas
1972,67.23,1471.72742,127150,462,2797,Belize,Americas
1973,67.55,1524.78188,129294,453,2911,Belize,Americas
1974,67.89,1704.9967,131307,442,3258,Belize,Americas
1975,68.21,1740.36879,133260,427,3315,Belize,Americas
1976,68.4,1715.48494,135147,410,3243,Belize,Americas
1977,68.68,1802.36749,136989,389,3369,Belize,Americas
1978,68.87,1917.47095,138965,368,3538,Belize,Americas
1979,69.19,2027.46759,141305,354,3700,Belize,Americas
1980,69.3,2288.80069,144155,347,4147,Belize,Americas
1981,69.49,2264.75222,147566,344,4090,Belize,Americas
1982,69.72,2199.69714,151500,348,3972,Belize,Americas
1983,70.07,2093.64357,155822,353,3809,Belize,Americas
1984,70.57,2074.39643,160347,354,3762,Belize,Americas
1985,70.97,2038.381,164921,348,3704,Belize,Americas
1986,71.3,2073.20486,169568,334,3776,Belize,Americas
1987,71.55,2242.87624,174320,314,4083,Belize,Americas
1988,71.75,2385.63339,179028,291,4344,Belize,Americas
1989,71.61,2632.62745,183469,270,4819,Belize,Americas
1990,71.65,2849.03459,187552,251,5165,Belize,Americas
1991,71.36,3089.23044,191126,236,5600,Belize,Americas
1992,71.32,3404.20681,194317,224,6171,Belize,Americas
1993,71.03,3557.47726,197616,214,6449,Belize,Americas
1994,70.77,3491.40076,201674,209,6329,Belize,Americas
1995,70.69,3424.08611,206963,205,6207,Belize,Americas
1996,70.61,3363.89631,213676,201,6098,Belize,Americas
1997,69.81,3358.51052,221606,200,6088,Belize,Americas
1998,69.56,3352.85454,230284,197,6078,Belize,Americas
1999,69.24,3513.85528,239026,195,6370,Belize,Americas
2000,68.87,3838.89249,247315,191,6959,Belize,Americas
2001,68.7,3910.18726,254984,187,7089,Belize,Americas
2002,69.15,3997.12068,262206,181,7246,Belize,Americas
2003,69.42,4257.48739,269130,175,7718,Belize,Americas
2004,69.74,4343.17724,276089,169,7873,Belize,Americas
2005,70.02,4342.12889,283277,163,7872,Belize,Americas
2006,70.35,4424.43738,290747,158,8021,Belize,Americas
2007,70.65,4358.469,298407,152,7901,Belize,Americas
2008,70.87,4385.17593,306165,148,7950,Belize,Americas
2009,71.07,4307.22112,313929,144,7808,Belize,Americas
2010,71.38,4344.15018,321608,141,7875,Belize,Americas
2011,71.51,4333.36178,329192,140,7856,Belize,Americas
2012,71.62,4397.77064,336701,139,7974,Belize,Americas
2013,71.7,4332.88254,344181,140,7903,Belize,Americas
2014,71.8,4411.85598,351694,139,8050,Belize,Americas
2015,71.93,4482.49665,359288,138,8061,Belize,Americas
1960,46.37,1304.69876,3693449,44510,2690,Bolivia,Americas
1961,46.74,1306.59063,3764813,43940,2685,Bolivia,Americas
1962,47.12,1353.03319,3838097,43810,2772,Bolivia,Americas
1963,47.51,1412.20202,3913395,43920,2884,Bolivia,Americas
1964,47.89,1451.18602,3990857,44040,2954,Bolivia,Americas
1965,48.29,1502.79135,4070590,44050,3028,Bolivia,Americas
1966,48.67,1568.7994,4152668,43900,3172,Bolivia,Americas
1967,49.04,1643.75498,4237125,43500,3292,Bolivia,Americas
1968,49.4,1414.69863,4324064,42920,3489,Bolivia,Americas
1969,49.78,1428.91348,4413590,42320,3559,Bolivia,Americas
1970,50.19,1392.75207,4505778,41860,3655,Bolivia,Americas
1971,50.81,1433.11541,4600591,41430,3703,Bolivia,Americas
1972,51.45,1515.18999,4698083,40900,3798,Bolivia,Americas
1973,52.09,1568.61848,4798509,40320,3961,Bolivia,Americas
1974,52.74,1580.58476,4902168,39750,4065,Bolivia,Americas
1975,53.39,1659.8811,5009257,39250,4231,Bolivia,Americas
1976,53.98,1698.97373,5119833,38810,4452,Bolivia,Americas
1977,54.52,1744.63978,5233677,38370,4528,Bolivia,Americas
1978,55.02,1741.63539,5350322,37910,4568,Bolivia,Americas
1979,55.72,1706.07528,5469123,37430,4463,Bolivia,Americas
1980,56.36,1646.41123,5589575,36960,4330,Bolivia,Americas
1981,56.83,1615.67773,5711599,36470,4289,Bolivia,Americas
1982,57.17,1519.16984,5835182,35870,4032,Bolivia,Americas
1983,57.41,1427.24335,5959960,35150,3789,Bolivia,Americas
1984,58.12,1394.99616,6085496,34340,3764,Bolivia,Americas
1985,58.67,1343.77586,6211550,33510,3676,Bolivia,Americas
1986,59.2,1283.09064,6337893,32660,3496,Bolivia,Americas
1987,59.63,1288.90472,6464732,31710,3521,Bolivia,Americas
1988,60.08,1300.64199,6592787,30750,3583,Bolivia,Americas
1989,60.69,1323.78297,6723046,29820,3607,Bolivia,Americas
1990,61.35,1358.24104,6856244,28920,3707,Bolivia,Americas
1991,61.89,1401.90838,6992521,28040,3826,Bolivia,Americas
1992,62.32,1397.17992,7131707,27220,3814,Bolivia,Americas
1993,62.93,1428.36569,7273825,26390,3899,Bolivia,Americas
1994,63.66,1465.80407,7418861,25550,4001,Bolivia,Americas
1995,64.3,1504.39674,7566714,24730,4106,Bolivia,Americas
1996,65.02,1539.34489,7717443,23910,4202,Bolivia,Americas
1997,65.62,1584.1172,7870855,23020,4324,Bolivia,Americas
1998,66.31,1631.57488,8026254,22080,4453,Bolivia,Americas
1999,67,1607.21011,8182712,21120,4387,Bolivia,Americas
2000,67.66,1616.53916,8339512,20140,4412,Bolivia,Americas
2001,68.32,1613.41082,8496375,19160,4404,Bolivia,Americas
2002,68.76,1623.51879,8653345,18130,4431,Bolivia,Americas
2003,69.26,1637.80851,8810420,17150,4470,Bolivia,Americas
2004,69.7,1676.22795,8967741,16170,4575,Bolivia,Americas
2005,70.08,1720.09903,9125409,15280,4695,Bolivia,Americas
2006,70.46,1771.9469,9283334,14440,4836,Bolivia,Americas
2007,70.72,1821.79722,9441444,13640,4972,Bolivia,Americas
2008,71.05,1901.8998,9599855,12920,5191,Bolivia,Americas
2009,71.35,1933.7401,9758748,12240,5278,Bolivia,Americas
2010,71.64,1981.1607,9918242,11660,5407,Bolivia,Americas
2011,71.91,2051.15229,10078343,11110,5599,Bolivia,Americas
2012,72.22,2122.38456,10239004,10620,5793,Bolivia,Americas
2013,72.49,2231.47724,10400264,10130,6091,Bolivia,Americas
2014,72.74,2317.25719,10562159,9743,6325,Bolivia,Americas
2015,73.01,2392.9839700000002,10724705,9415,6532,Bolivia,Americas
1960,56.84,3425.42997,72207554,517400,4436,Brazil,Americas
1961,57.36,3668.48808,74351763,518800,4666,Brazil,Americas
1962,57.86,3747.85989,76573248,522700,4827,Brazil,Americas
1963,58.35,3671.29025,78854019,526100,4701,Brazil,Americas
1964,58.83,3690.91512,81168654,526300,4711,Brazil,Americas
1965,59.29,3697.50627,83498020,520200,4674,Brazil,Americas
1966,59.72,3745.99592,85837799,508300,4840,Brazil,Americas
1967,60.15,3825.23772,88191378,490400,4893,Brazil,Americas
1968,60.58,4151.00984,90557064,469200,5220,Brazil,Americas
1969,60.99,4438.58864,92935072,449400,5555,Brazil,Americas
